Наименование,Регистрационный номер,Год_регистрации,Статус,Регион регистрации,Код ОКАТО,Наименование ОКАТО,Код ОКТМО,Организационно-правовая форма,Код ОКОПФ,"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
"СЕРДЦЕ КРЫМА, БФ",1189112037608,2018,Действующая,Республика Крым,35409000000,"Республика Крым, Евпатория",35712000001.0,Благотворительные фонды,70401,,9000.0,,,,,9000.0,,,,,,,,,,,,,,,,2036000.0,1789000.0,256000.0,,2045000.0,33000.0
"СЕРДЦЕ ОТДАЕМ ДЕТЯМ, БФ",1108600000849,2010,Действующая,Тюменская область,71119653000,"Тюменская область, Нижневартовский район, Излучинск",71819153051.0,Благотворительные фонды,70401,,38000.0,651000.0,10000.0,,,1046000.0,,,,,,,,,,,,,,,,1450000.0,717000.0,45000.0,,762000.0,689000.0
"СЕРДЦЕ СЕВАСТОПОЛЯ, БФ ВОЛОНТЕРЫ",1159204027784,2015,Действующая,Севастополь,67269000000,"Севастополь, Нахимовский",67314000000.0,Благотворительные фонды,70401,,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,149000.0,153000.0,,,153000.0,1000.0
"СЕРДЦЕ СТРАНЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1176313004658,2017,Действующая,Самарская область,36401385000,"Самарская область, Самара, Октябрьский",36701330000.0,Благотворительные фонды,70401,,,19000.0,19000.0,,,19000.0,,,,,,,,,,,,,,,,4219000.0,4201000.0,,,4435000.0,19000.0
"СЗР, БФ",1175476080449,2017,Действующая,Новосибирская область,50401377000,"Новосибирская область, Новосибирск, Ленинский",50701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИ-И-СИ АРТСЛИНК, ФОНД",1057810291670,2005,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40913000000.0,Благотворительные фонды,70401,,4000.0,13000.0,13000.0,,4000.0,17000.0,,,,,,,,,,,,,,,,90000.0,110000.0,32000.0,,142000.0,13000.0
СИББФРМС,1155543000634,2015,Действующая,Омская область,52401380000,"Омская область, Омск, Советский",52701000001.0,Благотворительные фонды,70401,,15000.0,22000.0,-355000.0,328000.0,100000.0,72000.0,300000.0,,300000.0,335000.0,,-35000.0,,,,,1000.0,-36000.0,,-42000.0,,9000.0,,,,,-311000.0
МЕСТНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РАЗВИТИЯ ШКОЛЫ № 1,1040400001510,2004,Действующая,Алтай (Республика),84215830001,"Республика Алтай, Майминский район, Майминский, с Майма",84615430101.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИБИРСКИЕ МЕДВЕДИ МАГ, БФСК",1172468048367,2017,Действующая,Красноярский край,4401377000,"Красноярский край, Красноярск, Центральный",4701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,250.0,400.0,,,400.0,
"СИБИРСКИЙ ХАРАКТЕР, БФ",1053808500020,2005,Действующая,Иркутская область,25414370000,"Иркутская область, Братск, Центральный",25714000001.0,Благотворительные фонды,70401,,16381000.0,1455000.0,-89000.0,,3051000.0,20367000.0,,,,,,,,,,,28000.0,-28000.0,,-28000.0,,26362000.0,13559000.0,6147000.0,,19706000.0,17405000.0
"СИБИРСКИЙ, БФ",1165476085939,2016,Действующая,Новосибирская область,50401379000,"Новосибирская область, Новосибирск, Октябрьский",50701000001.0,Благотворительные фонды,70401,,,2815000.0,2817000.0,,,2817000.0,,,,,,,,,,,,,,,,39518000.0,34218000.0,1638000.0,,38713000.0,2817000.0
"СИБИРЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1183850021167,2018,Действующая,Иркутская область,25203501000,"Иркутская область, Ангарский район, Ангарск",25703000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИБИРЬ. БОЛИ-НЕТ!, БФ",1165476074257,2016,Действующая,Новосибирская область,50405000000,"Новосибирская область, Барабинск",50604101001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИДОРОВА Н.Л. МАЛЫШКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800005286,2014,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40911000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИЛА В ДЕТЯХ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1141600000520,2014,Действующая,Республика Татарстан,92401380000,"Республика Татарстан, Казань, Приволжский",92701000001.0,Благотворительные фонды,70401,,2139000.0,2001000.0,,,1207000.0,20490000.0,,,,,,,,,,,,,,,,,,,,,
"СИЛА В ДОБРЕ, ФОНД",1126100005459,2012,Действующая,Ростовская область,60258854001,"Ростовская область, Чертковский район, Чертковский, п Чертково",60658454101.0,Благотворительные фонды,70401,,,,5000.0,,,5000.0,,,,,,,,,,,,,,,,,,,,,
"СИЛА ВЕРЫ, БФ",1165000053503,2016,Действующая,Московская область,46416000000,"Московская область, Долгопрудный",46716000001.0,Благотворительные фонды,70401,,689000.0,324000.0,1088000.0,,26000.0,1114000.0,,,,,,,,,,,,,,,,2294000.0,955000.0,304000.0,,1259000.0,1078000.0
"СИЛА ВОЛИ, БФ",1192375043684,2019,Действующая,Краснодарский край,3401369000,"Краснодарский край, Краснодар, Центральный",3701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИЛА ДОБРА, БФ",1187232018687,2018,Действующая,Тюменская область,71401364000,"Тюменская область, Тюмень, Калининский",71701000001.0,Благотворительные фонды,70401,,,223000.0,222000.0,,1000.0,223000.0,,,,,,,,,,,54000.0,-54000.0,,-54000.0,,1516000.0,,,,2305000.0,223000.0
"СИЛА ДОБРА, КРНДБФ",1101100000550,2010,Действующая,Коми (Республика),87401000000,"Республика Коми, Сыктывкар",87701000001.0,Благотворительные фонды,70401,,46000.0,3234000.0,,,,3280000.0,,,,,,,,,,,,,,,,10846000.0,8839000.0,1573000.0,,10412000.0,3256000.0
"СИЛА ЕДИНСТВА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1191690097081,2019,Действующая,Республика Татарстан,92435000000,"Республика Татарстан, Нижнекамск",92644101001.0,Благотворительные фонды,70401,,,8000.0,8000.0,,,8000.0,,,,,,,,,,,,,,,,8000.0,,,,,8000.0
"СИЛА ЖИЗНИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1194350006223,2019,Действующая,Кировская область,33401367000,"Кировская область, Киров, Первомайский",33701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,30000.0,15000.0,15000.0,,30000.0,
"СИЛА ЖИЗНИ, БФ",1175275060267,2017,Действующая,Нижегородская область,22401362000,"Нижегородская область, Нижний Новгород, Автозаводский",22701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,598000.0,571000.0,,,571000.0,38000.0
"СИЛА НАДЕЖДЫ, БФ",1172300001390,2017,Действующая,Краснодарский край,3401370000,"Краснодарский край, Краснодар, Прикубанский",3701000001.0,Благотворительные фонды,70401,,4000.0,162000.0,,,,183000.0,,,,,,,,,,,,,,,,148000.0,374000.0,209000.0,,622000.0,183000.0
"СИЛА СИБИРИ ГОРОДА БОГОТОЛА, БФСП",1152468030593,2015,Действующая,Красноярский край,4406000000,"Красноярский край, Боготол",4706000001.0,Благотворительные фонды,70401,,,1361000.0,1421000.0,,,1421000.0,,,,,,,,,,,,,,,,3066000.0,1715000.0,,,1719000.0,1351000.0
"СИЛАДОБРА, БФ",1181832018598,2018,Действующая,Удмуртская Республика,94401385000,"Удмуртская Республика, Ижевск, Устиновский",94701000001.0,Благотворительные фонды,70401,,25000.0,381000.0,,,18000.0,429000.0,,,,,,,,,,,,,,,,1146000.0,624000.0,195000.0,,819000.0,411000.0
"СИЛЬНЕЕ СЕБЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197800000056,2019,Действующая,Санкт-Петербург,40288000000,"Санкт-Петербург, Петроградский",40390000000.0,Благотворительные фонды,70401,,7000.0,,,7000.0,,7000.0,,,,,,,,,,,,,,,,5000.0,,5000.0,,5000.0,
"СИЛЬНЫЕ ЛЮДИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1155000003091,2015,Действующая,Московская область,46484000000,"Московская область, Чехов",46784000001.0,Благотворительные фонды,70401,,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"СИМФОНИЧЕСКИЙ ОРКЕСТР, ОБЛАСТНОЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036303385690,2000,Действующая,Самарская область,36401388000,"Самарская область, Самара, Самарский",36701340000.0,Благотворительные фонды,70401,,8000.0,1000.0,2000.0,,,58000.0,,,,,,,,,,,,,,,,90000.0,70000.0,,20000.0,90000.0,1000.0
"СИНАРА-ФОНД, БФ",1026605388831,2001,Действующая,Свердловская область,65401380000,"Свердловская область, Екатеринбург, Октябрьский",65701000001.0,Благотворительные фонды,70401,,561000.0,380000.0,12491000.0,,228000.0,13108000.0,,,,,,,,1221000.0,,,,1221000.0,-38000.0,1183000.0,1182000.0,73203000.0,67255000.0,4255000.0,,71572000.0,12490000.0
"СИРАТ, БФ",1130500001092,2013,Действующая,Дагестан (Республика),82401370000,"Республика Дагестан, Махачкала, Советский",82701370000.0,Благотворительные фонды,70401,,3770000.0,647000.0,-214000.0,,4529000.0,4454000.0,3511000.0,3706000.0,,,,-195000.0,,,,,14000.0,-209000.0,2000.0,-211000.0,,,,,,,
"СИРИН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137800004968,2013,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40911000000.0,Благотворительные фонды,70401,,9000.0,71000.0,,,24000.0,5152000.0,,,,,,,,,,,,,,,500000.0,2913000.0,2831000.0,,1626000.0,4457000.0,71000.0
"СИРИУС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1186196040502,2018,Действующая,Ростовская область,60401374000,"Ростовская область, Ростов-на-Дону, Октябрьский",60701000001.0,Благотворительные фонды,70401,,,18000.0,,,75000.0,75000.0,,,,,,,,,,,,,,,,714000.0,778000.0,,,778000.0,
"СИТИМ, РБФ",1121400000138,2012,Действующая,Саха (Республика) (Якутия),98401000000,"Республика Саха, Якутск",98701000001.0,Благотворительные фонды,70401,,5077000.0,6000.0,1446000.0,28000.0,1098000.0,7255000.0,,,,,,,,,,,,,,,,,,,,,
"СИЯНИЕ СЕВЕРА, БФ",1198901002761,2019,Действующая,Тюменская область,71160605000,"Тюменская область, Пуровский район, Тарко-Сале",71940000001.0,Благотворительные фонды,70401,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"СИЯНИЕ СЕРДЦА, БФ",1125543042283,2012,Действующая,Омская область,52401364000,"Омская область, Омск, Кировский",52701000001.0,Благотворительные фонды,70401,,,34000.0,34000.0,,,34000.0,,,,,,,,,,,,,,,,703000.0,598000.0,16000.0,,674000.0,34000.0
"СИЯНИЕ, БФ",1107800010482,2010,Действующая,Санкт-Петербург,40294000000,"Санкт-Петербург, Пушкинский",40387000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СИЯНИЕ, БФ",1105800001504,2010,Действующая,Пензенская область,56401368000,"Пензенская область, Пенза, Ленинский",56701000001.0,Благотворительные фонды,70401,,9000.0,359000.0,9459000.0,,1000.0,9460000.0,,,,,833000.0,-833000.0,,,,,25000.0,-858000.0,,-858000.0,,3375000.0,2837000.0,246000.0,,3083000.0,359000.0
"СК КОЛОС, НБФ",1134500000392,2013,Действующая,Курганская область,37214872001,"Курганская область, Кетовский район, Садовский, с Садовое",37614472101.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СК СЕРЕБРЯНЫЕ ЛЬВЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057811931198,2005,Действующая,Санкт-Петербург,40288000000,"Санкт-Петербург, Петроградский",40391000000.0,Благотворительные фонды,70401,,465000.0,9000.0,-32000.0,339000.0,549000.0,1353000.0,,,,,,,,,,850000.0,200000.0,650000.0,,599000.0,599000.0,32860000.0,27420000.0,5426000.0,,32882000.0,-141000.0
"СК-ЕДИНСТВО, РРО ФОНД ЭКОНОМИЧЕСКОГО И СОЦИАЛЬНОГО РАЗВИТИЯ",1026100012620,2000,Действующая,Ростовская область,60401372000,"Ростовская область, Ростов-на-Дону, Ленинский",60701000001.0,Общественные фонды,70403,,1196000.0,,2978000.0,,38000.0,3016000.0,,,,,,,,,,218000.0,,218000.0,-44000.0,174000.0,175000.0,207000.0,,64000.0,,64000.0,2978000.0
"СКАЙНЭТ, БФ",1141600002191,2014,Действующая,Республика Татарстан,92257000024,"Республика Татарстан, Тукаевский район, с Калмаш",92657430101.0,Благотворительные фонды,70401,,,1000.0,,,,1000.0,,,,,,,,,,,,,,,,,,,,,
"СКОЛИОФОРУМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1125400004454,2012,Действующая,Новосибирская область,50401377000,"Новосибирская область, Новосибирск, Ленинский",50701000001.0,Благотворительные фонды,70401,,,,2518000.0,,,2518000.0,,,,,,,,,,,,,,,,2518000.0,2146000.0,395000.0,,2541000.0,49000.0
"СЛАВИК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1084500000540,2008,Действующая,Курганская область,37401000000,"Курганская область, Курган",37701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СЛАВИЯ, НО БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027601301485,2002,Действующая,Ярославская область,78420000000,"Ярославская область, Углич",78646101001.0,Благотворительные фонды,70401,,1050000.0,,132000.0,630000.0,2721000.0,3482000.0,,,,,,,,,,474000.0,455000.0,19000.0,,19000.0,,,,,,,
"СЛАВЯНЕ, БФ",1152300002282,2015,Действующая,Краснодарский край,3411000000,"Краснодарский край, Ейск",3616101001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,4000.0,,4000.0,,4000.0,1000.0
"СЛАВЯНЕ, БФСПП",1127154021532,2012,Действующая,Тульская область,70401364000,"Тульская область, Тула, Зареченский",70701000001.0,Благотворительные фонды,70401,,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"СЛАВЯНОВСКИЙ, БФ КУЛЬТУРЫ И СПОРТА",1142651009951,2014,Действующая,Ставропольский край,7258501000,"Ставропольский край, Шпаковский район, Михайловск",7558000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СЛАВЯНСКИЕ ТРАДИЦИИ, БФ",1036200006457,2003,Действующая,Московская область,46451506000,"Московская область, Ногинск, Старая Купавна",46751000006.0,Благотворительные фонды,70401,,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,273000.0,158000.0,88000.0,,279000.0,1000.0
"СЛАВЯНСКИЙ МИР, ФОНД",1025400005454,1996,Действующая,Новосибирская область,50401384000,"Новосибирская область, Новосибирск, Советский",50701000001.0,Общественные фонды,70403,,71000.0,18000.0,,,,89000.0,3030000.0,2821000.0,,,,209000.0,,,,,,209000.0,32000.0,177000.0,177000.0,242000.0,179000.0,31000.0,,210000.0,72000.0
"СЛАВЯНСКИЙ, НОВОСИБИРСКИЙ ОБЛАСТНОЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ОКАЗАНИЯ ПОМОЩИ ГРАЖДАНАМ И ОРГАНИЗАЦИЯМ",1025400008006,1996,Действующая,Новосибирская область,50401377000,"Новосибирская область, Новосибирск, Ленинский",50701000001.0,Благотворительные фонды,70401,,187000.0,17000.0,777000.0,,204000.0,981000.0,,,,,,,,,,,,,,,,1194000.0,1095000.0,99000.0,,1194000.0,777000.0
"СЛАВЯНСКОЕ НАСЛЕДИЕ, НБФ ВСК",1135476095534,2013,Действующая,Новосибирская область,50401368000,"Новосибирская область, Новосибирск, Железнодорожный",50701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СЛЕД, БФ",1133900002048,2013,Действующая,Калининградская область,27209000137,"Калининградская область, Гурьевский район, п Ушаково",27507000546.0,Благотворительные фонды,70401,,23000.0,,,,,23000.0,,,,,,,,,,,,,,,,,,,,,
"СЛЕДУЙ СЕРДЦУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137799003869,2013,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40911000000.0,Благотворительные фонды,70401,,45000.0,140000.0,,,26000.0,343000.0,,,,,,,,,,,,,,,,,,2151000.0,100000.0,-2258000.0,140000.0
"СЛЕДЫ НА СНЕГУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1035400524774,2003,Действующая,Новосибирская область,50401374000,"Новосибирская область, Новосибирск, Кировский",50701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СЛОВО, СПБ НОФ",1037858003853,1996,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40913000000.0,Благотворительные фонды,70401,,59000.0,334000.0,3164000.0,,11000.0,3175000.0,,,,,,,,,,1993000.0,2040000.0,-47000.0,,-49000.0,,1820000.0,1380000.0,500000.0,3000.0,2045000.0,400000.0
"СЛОВОМ И ДЕЛОМ, ФОНД",1137800007773,2013,Действующая,Санкт-Петербург,40280000000,"Санкт-Петербург, Кронштадтский",40360000000.0,Благотворительные фонды,70401,,2000.0,78000.0,77000.0,,3000.0,80000.0,,,,,,,,,,337000.0,335000.0,2000.0,,-1000.0,,1335000.0,1095000.0,198000.0,,1294000.0,77000.0
"СЛУЖЕНИЕ ОБЩЕСТВУ, НРОФ",1115400000627,2011,Действующая,Новосибирская область,50401373000,"Новосибирская область, Новосибирск, Калининский",50701000001.0,Общественные фонды,70403,,,147000.0,,,,147000.0,,,,,,,,,,,,,,,,200000.0,54000.0,,,54000.0,147000.0
"СЛУЖУ ОТЕЧЕСТВУ, РРОФСПВГ",1056200012440,2005,Действующая,Рязанская область,61401370000,"Рязанская область, Рязань, Московский",61701000001.0,Общественные фонды,70403,,16000.0,1000.0,,,,17000.0,,,,,,,,,,,,,,,,96000.0,,,,83000.0,17000.0
"СМ.ЧЕРИТИ, МБФ",1062460001757,2006,Действующая,Красноярский край,4401363000,"Красноярский край, Красноярск, Железнодорожный",4701000001.0,Благотворительные фонды,70401,,13680000.0,180000.0,36567000.0,,59000.0,36626000.0,,,,,1350000.0,-1350000.0,,1596000.0,,1000.0,35000.0,212000.0,162000.0,50000.0,1596000.0,2797000.0,18151000.0,1045000.0,,19722000.0,36412000.0
СМОЛЕНСКИЙ ФПР СОТРУДНИЧЕСТВА И РАЗВИТИЯ,1026700000150,2002,Действующая,Смоленская область,66401000000,"Смоленская область, Смоленск",66701000001.0,Общественные фонды,70403,,,3000.0,3000.0,,,3000.0,,,,,,,,,,,,,,,,,,,,,
"СНАЧАЛА, БФ",1193850035070,2019,Действующая,Иркутская область,25212563000,"Иркутская область, Иркутский район, Маркова",25612163051.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СНЕЖНЫЙ БАРС, ФОНД",1153850001535,2015,Действующая,Иркутская область,25401365000,"Иркутская область, Иркутск, Кировский",25701000001.0,Общественные фонды,70403,,,58000.0,58000.0,102000.0,,160000.0,,,,,,,,,,,,,,,,1261000.0,1330000.0,,,1330000.0,58000.0
"СНИРГО, БФ",1124800001314,2012,Действующая,Липецкая область,42401368000,"Липецкая область, Липецк, Октябрьский",42701000001.0,Благотворительные фонды,70401,,,731000.0,,,,731000.0,,,,,,,,,,,,,,,,3297000.0,3263000.0,21000.0,,3284000.0,749000.0
"СОБАЧЬЕ СЕРДЦЕ, БФ",1175000001263,2017,Действующая,Московская область,46470000000,"Московская область, Серпухов",46770000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОБИЗ ИНВЕСТ, ТРО ФОНД",1086800000540,2008,Действующая,Тамбовская область,68401368000,"Тамбовская область, Тамбов, Октябрьский",68701000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОБОР, ТВЕРСКОЙ РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1036900010564,2003,Действующая,Тверская область,28401000000,"Тверская область, Тверь",28701000001.0,Благотворительные фонды,70401,,3031000.0,1035000.0,355522000.0,,27767000.0,383289000.0,,,,,,,,,,,6000.0,-6000.0,,-6000.0,,148586000.0,,1964000.0,804000.0,63569000.0,91283000.0
"СОБОРНИКЪ, ФОНД",1113400001142,2011,Действующая,Волгоградская область,18401390000,"Волгоградская область, Волгоград, Тракторозаводский",18701000001.0,Благотворительные фонды,70401,,1197000.0,978000.0,4599000.0,,876000.0,5475000.0,,,,,1089000.0,-1089000.0,,,,1131000.0,42000.0,,,,,5719000.0,2761000.0,,,2761000.0,4599000.0
"СОДЕЙСТВИЯ КАДЕТСКОМУ ОБРАЗОВАНИЮ В СИБИРИ, ФОНД",1125400001396,2012,Действующая,Новосибирская область,50401372000,"Новосибирская область, Новосибирск, Заельцовский",50701000001.0,Благотворительные фонды,70401,,6000.0,8000.0,358000.0,,6000.0,694000.0,,,,,,,,,,,,,,,,360000.0,31000.0,34000.0,350000.0,430000.0,8000.0
"СОВА, БФ",1197154018192,2019,Действующая,Тульская область,70401368000,"Тульская область, Тула, Привокзальный",70701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОВЕТ ДИРЕКТОРОВ Г.АКСАЯ, ФОНД",1026100664534,2001,Действующая,Ростовская область,60202501000,"Ростовская область, Аксайский район, Аксай",60602101001.0,Общественные фонды,70403,,,211000.0,,211000.0,,211000.0,,,,,,,,,,1030000.0,1030000.0,,,,,,,,,,
"СОВЕТ ДИРЕКТОРОВ ПО РАЗВИТИЮ РАССВЕТОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ, ОПФ ПО РАЗВИТИЮ РАССВЕТОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ",1096100002877,2009,Действующая,Ростовская область,60202858001,"Ростовская область, Аксайский район, Рассветовский, п Рассвет",60602458101.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОВЕТ МЕЦЕНАТОВ ЯРОСЛАВИИ, ФОНД",1107600000738,2010,Действующая,Ярославская область,78401368000,"Ярославская область, Ярославль, Кировский",78701000001.0,Благотворительные фонды,70401,,340000.0,27000.0,-3816000.0,,217000.0,367000.0,,,,,,,,,,,,,,,,,,,,,
"СОВРЕМЕННОГО ИСКУССТВА, ФОНД",1105400001850,2010,Действующая,Новосибирская область,50401386000,"Новосибирская область, Новосибирск, Центральный",50701000001.0,Общественные фонды,70403,,,2480000.0,2325000.0,100000.0,55000.0,2480000.0,,,,,,,,,,,,,,,,98024000.0,95453000.0,112000.0,,95565000.0,2325000.0
"СОВРЕМЕННОЕ ИСКУССТВО СИБИРИ, БФ",1134200000846,2013,Действующая,Кемеровская область,32431373000,"Кемеровская область, Новокузнецк, Центральный",32731000001.0,Благотворительные фонды,70401,,,4000.0,,,,4000.0,,,,,,,,,,,,,,,,,,,,,
"СОГЛАСИЕ СЕРДЕЦ, БФ",1127800005046,2012,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40912000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОГЛАСИЕ, МОБФ СРГО Г. КРАСНОЯРСКА",1122468064982,2012,Действующая,Красноярский край,4401377000,"Красноярский край, Красноярск, Центральный",4701000001.0,Благотворительные фонды,70401,,5116000.0,4256000.0,7681000.0,,401000.0,9640000.0,558000.0,,558000.0,,,558000.0,,162000.0,,9033000.0,8087000.0,1666000.0,-152000.0,1514000.0,541000.0,183421000.0,192881000.0,4363000.0,444000.0,199246000.0,7431000.0
"СОГРАТЛЬ, РОФ",1110500000115,2011,Действующая,Дагестан (Республика),82401362000,"Республика Дагестан, Махачкала, Кировский",82701362000.0,Общественные фонды,70403,,,4000.0,,,2000.0,4000.0,,,,,,,,,,,,,,,,,,,,,4000.0
"СОГРЕЕМ ДЕТСКИЕ СЕРДЦА, БФ",1189204006903,2018,Действующая,Севастополь,67269000000,"Севастополь, Нахимовский",67314000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОГРЕТОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1199204002964,2019,Действующая,Севастополь,67266000000,"Севастополь, Ленинский",67312000000.0,Благотворительные фонды,70401,,,1000.0,,,,1000.0,,,,,,,,,,,,,,,,67000.0,64000.0,2000.0,,66000.0,1000.0
"СОДЕЙСТВИЕ -ЮГ, СКОФ",1022600003326,2001,Действующая,Ставропольский край,7401366000,"Ставропольский край, Ставрополь, Октябрьский",7701000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СОДЕЙСТВИЕ В КАНСКОМ РАЙОНЕ,1082400001694,2008,Действующая,Красноярский край,4221837001,"Красноярский край, Канский район, Терский, п Красный Маяк",4621437101.0,Благотворительные фонды,70401,,,615000.0,615000.0,,,615000.0,,,,,,,,,,,,,,,,1869000.0,1481000.0,,,1481000.0,615000.0
"СОДЕЙСТВИЕ ВЕТЕРАНАМ, БФ",1125900002183,2012,Действующая,Пермский край,57401375000,"Пермский край, Пермь, Мотовилихинский",57701000001.0,Благотворительные фонды,70401,,,50000.0,,,50000.0,50000.0,50000.0,12000.0,,,,38000.0,,,,,,38000.0,3000.0,35000.0,,,,,,,
"СОДЕЙСТВИЕ ВПГ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1154300000029,2015,Действующая,Кировская область,33401361000,"Кировская область, Киров, Ленинский",33701000001.0,Благотворительные фонды,70401,,,36000.0,-130000.0,,166000.0,36000.0,,,,,,,,,,1864000.0,2011000.0,-147000.0,,-147000.0,,1864000.0,,,,2011000.0,-27000.0
"СОДЕЙСТВИЕ ГОУРО ШАХТИНСКИЙ Я. П. БАКЛАНОВА ККК, ФОНД",1116100000720,2011,Действующая,Ростовская область,60440000000,"Ростовская область, Шахты",60740000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,
